2024-03-28 15:47:08,123 INFO    StreamThr :7572 [internal.py:wandb_internal():86] W&B internal server running at pid: 7572, started at: 2024-03-28 15:47:08.123236
2024-03-28 15:47:08,124 DEBUG   HandlerThread:7572 [handler.py:handle_request():146] handle_request: status
2024-03-28 15:47:08,125 INFO    WriterThread:7572 [datastore.py:open_for_write():87] open: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_154708-wt2p5hgc/run-wt2p5hgc.wandb
2024-03-28 15:47:08,125 DEBUG   SenderThread:7572 [sender.py:send():379] send: header
2024-03-28 15:47:08,126 DEBUG   SenderThread:7572 [sender.py:send():379] send: run
2024-03-28 15:47:08,521 INFO    SenderThread:7572 [dir_watcher.py:__init__():211] watching files in: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_154708-wt2p5hgc/files
2024-03-28 15:47:08,522 INFO    SenderThread:7572 [sender.py:_start_run_threads():1124] run started: wt2p5hgc with start time 1711666028.123101
2024-03-28 15:47:08,525 DEBUG   HandlerThread:7572 [handler.py:handle_request():146] handle_request: check_version
2024-03-28 15:47:08,525 DEBUG   SenderThread:7572 [sender.py:send_request():406] send_request: check_version
2024-03-28 15:47:08,572 DEBUG   HandlerThread:7572 [handler.py:handle_request():146] handle_request: run_start
2024-03-28 15:47:08,579 DEBUG   HandlerThread:7572 [system_info.py:__init__():26] System info init
2024-03-28 15:47:08,579 DEBUG   HandlerThread:7572 [system_info.py:__init__():41] System info init done
2024-03-28 15:47:08,579 INFO    HandlerThread:7572 [system_monitor.py:start():194] Starting system monitor
2024-03-28 15:47:08,579 INFO    SystemMonitor:7572 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-28 15:47:08,579 INFO    HandlerThread:7572 [system_monitor.py:probe():214] Collecting system info
2024-03-28 15:47:08,579 INFO    SystemMonitor:7572 [interfaces.py:start():190] Started cpu monitoring
2024-03-28 15:47:08,580 INFO    SystemMonitor:7572 [interfaces.py:start():190] Started disk monitoring
2024-03-28 15:47:08,580 INFO    SystemMonitor:7572 [interfaces.py:start():190] Started gpu monitoring
2024-03-28 15:47:08,580 INFO    SystemMonitor:7572 [interfaces.py:start():190] Started memory monitoring
2024-03-28 15:47:08,581 INFO    SystemMonitor:7572 [interfaces.py:start():190] Started network monitoring
2024-03-28 15:47:08,590 DEBUG   HandlerThread:7572 [system_info.py:probe():150] Probing system
2024-03-28 15:47:08,591 DEBUG   HandlerThread:7572 [system_info.py:_probe_git():135] Probing git
2024-03-28 15:47:08,595 DEBUG   HandlerThread:7572 [system_info.py:_probe_git():143] Probing git done
2024-03-28 15:47:08,595 DEBUG   HandlerThread:7572 [system_info.py:probe():198] Probing system done
2024-03-28 15:47:08,595 DEBUG   HandlerThread:7572 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-26-generic-x86_64-with-glibc2.35', 'python': '3.11.8', 'heartbeatAt': '2024-03-28T22:47:08.590332', 'startedAt': '2024-03-28T22:47:08.121245', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/yujustin/SSD/DeepUL294Proj/DUL294P/train_gen.py', 'codePathLocal': 'train_gen.py', 'codePath': 'DUL294P/train_gen.py', 'git': {'remote': 'https://github.com/uynitsuj/DeepUL294Proj.git', 'commit': '4ea2c2a333414e16ff3586a1e02b27ded374213c'}, 'email': 'yujustin8@gmail.com', 'root': '/home/yujustin/SSD/DeepUL294Proj', 'host': 'Guilty-Spark', 'username': 'yujustin', 'executable': '/home/yujustin/anaconda3/envs/fov/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3465.7751874999994, 'min': 400.0, 'max': 5573.0}, 'cpu_freq_per_core': [{'current': 3757.045, 'min': 400.0, 'max': 5573.0}, {'current': 4490.825, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4018.759, 'min': 400.0, 'max': 5573.0}, {'current': 4481.809, 'min': 400.0, 'max': 5573.0}, {'current': 4205.584, 'min': 400.0, 'max': 5573.0}, {'current': 4086.413, 'min': 400.0, 'max': 5573.0}, {'current': 3999.107, 'min': 400.0, 'max': 5573.0}, {'current': 4474.534, 'min': 400.0, 'max': 5573.0}, {'current': 3872.363, 'min': 400.0, 'max': 5573.0}, {'current': 4166.808, 'min': 400.0, 'max': 5573.0}, {'current': 400.0, 'min': 400.0, 'max': 5573.0}, {'current': 4491.289, 'min': 400.0, 'max': 5573.0}, {'current': 3755.08, 'min': 400.0, 'max': 5573.0}, {'current': 4452.787, 'min': 400.0, 'max': 5573.0}], 'disk': {'/': {'total': 567.2868194580078, 'used': 412.2391777038574}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 30.49289321899414}}
2024-03-28 15:47:08,595 INFO    HandlerThread:7572 [system_monitor.py:probe():224] Finished collecting system info
2024-03-28 15:47:08,595 INFO    HandlerThread:7572 [system_monitor.py:probe():227] Publishing system info
2024-03-28 15:47:08,595 DEBUG   HandlerThread:7572 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-03-28 15:47:09,522 INFO    Thread-12 :7572 [dir_watcher.py:_on_file_created():271] file/dir created: /home/yujustin/SSD/DeepUL294Proj/DUL294P/wandb/run-20240328_154708-wt2p5hgc/files/conda-environment.yaml
2024-03-28 15:47:10,411 DEBUG   HandlerThread:7572 [system_info.py:_save_conda():222] Saving conda packages done
2024-03-28 15:47:10,411 DEBUG   HandlerThread:7572 [system_info.py:_save_code():44] Saving code
2024-03-28 15:47:10,414 DEBUG   HandlerThread:7572 [system_info.py:_save_code():65] Saving code done
2024-03-28 15:47:10,414 DEBUG   HandlerThread:7572 [system_info.py:_save_patches():82] Saving git patches
2024-03-28 15:47:10,455 DEBUG   HandlerThread:7572 [system_info.py:_save_patches():124] Saving git patches done
2024-03-28 15:47:10,456 INFO    HandlerThread:7572 [system_monitor.py:probe():229] Finished publishing system info
2024-03-28 15:47:10,456 DEBUG   SenderThread:7572 [sender.py:send():379] send: files
2024-03-28 15:47:10,456 INFO    SenderThread:7572 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-28 15:47:10,457 INFO    SenderThread:7572 [sender.py:_save_file():1390] saving file code/DUL294P/train_gen.py with policy now
2024-03-28 15:47:10,457 INFO    SenderThread:7572 [sender.py:_save_file():1390] saving file diff.patch with policy now
